Transaction Amount,Transaction Frequency,Geographic Location,Time of Transaction,Cardholder’s Purchase History,Merchant Category,CNP Transactions,Device Information,Velocity Checks,Failed Authentication Attempts,Card Expiration Date and CVV,International Transactions,Fraudulent
14.9,0,Local,Unusual,Consistent,Low Risk,No,Unknown,Normal,None,Correct,Yes,False
107.85,6,Foreign,Unusual,Consistent,High Risk,No,Unknown,High,None,Correct,Yes,True
65.59,2,Local,Usual,Inconsistent,High Risk,No,Unknown,Normal,None,Correct,No,False
35.42,2,Local,Usual,Consistent,High Risk,Yes,Known,Normal,None,Correct,No,False
198.46,2,Local,Usual,Consistent,Low Risk,No,Known,High,None,Correct,No,False
88.26,2,Local,Usual,Consistent,Low Risk,Yes,Known,Normal,None,Correct,No,False
42.87,1,Local,Usual,Consistent,High Risk,No,Known,Normal,None,Correct,No,False
188.94,4,Local,Usual,Consistent,Low Risk,No,Known,Normal,Multiple,Correct,No,False
163.41,1,Local,Usual,Consistent,Low Risk,No,Known,Normal,None,Correct,No,False
3204.95,1,Foreign,Usual,Consistent,Low Risk,No,Unknown,High,None,Incorrect,No,True
187.93,3,Local,Usual,Consistent,Low Risk,No,Known,Normal,None,Correct,No,False
53.52,2,Local,Usual,Consistent,Low Risk,No,Known,Normal,None,Correct,No,False
13.64,3,Local,Usual,Consistent,Low Risk,No,Known,Normal,None,Correct,No,False
183.66,2,Local,Usual,Consistent,Low Risk,No,Known,Normal,None,Correct,No,False
6.16,2,Local,Usual,Consistent,Low Risk,No,Known,Normal,None,Correct,No,False
43.12,3,Local,Usual,Consistent,Low Risk,Yes,Known,Normal,None,Correct,No,False
252.25,1,Local,Usual,Consistent,High Risk,No,Known,Normal,None,Correct,No,False
323.82,1,Foreign,Usual,Inconsistent,High Risk,Yes,Unknown,High,None,Correct,No,True
102.32,3,Local,Usual,Consistent,Low Risk,Yes,Known,Normal,None,Correct,No,False
116.68,1,Local,Usual,Consistent,High Risk,Yes,Known,Normal,None,Correct,No,False
4.34,2,Local,Unusual,Consistent,Low Risk,Yes,Known,Normal,None,Correct,No,False
72.25,1,Local,Usual,Consistent,High Risk,No,Known,Normal,None,Correct,No,False
79.16,1,Local,Usual,Consistent,Low Risk,No,Known,Normal,None,Correct,No,False
41.57,1,Local,Usual,Consistent,High Risk,No,Known,Normal,None,Correct,No,False
7.11,0,Local,Unusual,Consistent,Low Risk,No,Known,Normal,None,Correct,No,False
25.99,1,Local,Usual,Consistent,Low Risk,No,Known,Normal,None,Correct,No,False
44.31,3,Foreign,Usual,Consistent,Low Risk,No,Known,Normal,None,Correct,No,False
57.12,0,Local,Unusual,Consistent,Low Risk,Yes,Known,Normal,None,Correct,No,False
89.39,2,Local,Unusual,Consistent,Low Risk,No,Known,Normal,None,Correct,No,False
128.15,3,Local,Usual,Consistent,Low Risk,No,Known,Normal,None,Correct,No,False
38.22,1,Local,Usual,Consistent,High Risk,No,Known,Normal,None,Correct,Yes,False
39.89,2,Local,Usual,Consistent,Low Risk,Yes,Known,Normal,None,Correct,No,False
1.99,1,Local,Usual,Consistent,Low Risk,No,Known,Normal,Multiple,Correct,No,False
4.17,1,Local,Usual,Consistent,Low Risk,Yes,Known,Normal,None,Correct,No,False
29.82,2,Local,Usual,Consistent,Low Risk,No,Known,Normal,None,Correct,No,False
134.8,1,Local,Usual,Consistent,High Risk,No,Known,Normal,None,Correct,No,False
98.97,1,Foreign,Usual,Consistent,Low Risk,Yes,Known,Normal,None,Correct,No,False
146.88,1,Local,Usual,Consistent,Low Risk,No,Known,Normal,None,Correct,No,False
146.5,0,Local,Usual,Consistent,Low Risk,No,Known,Normal,None,Correct,No,False
194.19,1,Local,Usual,Consistent,High Risk,No,Known,Normal,None,Correct,No,False
127.41,2,Local,Usual,Consistent,Low Risk,No,Known,Normal,None,Correct,No,False
386.38,0,Local,Usual,Inconsistent,Low Risk,Yes,Known,Normal,None,Correct,No,False
229.09,3,Local,Usual,Consistent,Low Risk,No,Known,Normal,None,Correct,No,False
88.36,3,Foreign,Usual,Consistent,Low Risk,No,Known,High,None,Correct,No,False
88.71,0,Local,Usual,Consistent,High Risk,No,Unknown,Normal,None,Correct,No,False
3.49,3,Local,Usual,Consistent,Low Risk,No,Known,Normal,None,Correct,No,False
3260.1,8,Foreign,Unusual,Inconsistent,High Risk,Yes,Known,High,None,Correct,Yes,True
14.11,5,Local,Usual,Consistent,Low Risk,No,Unknown,Normal,None,Correct,No,False
134.84,1,Local,Usual,Consistent,Low Risk,No,Known,Normal,None,Correct,No,False
172.05,2,Local,Usual,Consistent,Low Risk,No,Unknown,Normal,None,Incorrect,No,False
46.69,1,Local,Unusual,Consistent,Low Risk,No,Known,Normal,None,Correct,No,False
21.92,5,Local,Unusual,Consistent,High Risk,No,Known,Normal,None,Correct,No,False
10.4,2,Local,Usual,Consistent,High Risk,No,Known,Normal,None,Correct,No,False
138.07,2,Local,Usual,Consistent,Low Risk,No,Known,Normal,None,Correct,Yes,False
60.27,2,Local,Usual,Consistent,Low Risk,No,Known,Normal,None,Correct,No,False
125.08,1,Local,Usual,Consistent,Low Risk,Yes,Known,Normal,None,Correct,No,False
246.99,0,Local,Usual,Consistent,Low Risk,No,Known,Normal,None,Correct,No,False
15.85,3,Local,Usual,Consistent,High Risk,No,Known,Normal,None,Correct,No,False
1257.7,2,Local,Usual,Inconsistent,High Risk,Yes,Unknown,Normal,None,Incorrect,No,True
53.04,4,Local,Usual,Consistent,Low Risk,Yes,Known,Normal,Multiple,Correct,No,False
36.42,1,Local,Usual,Consistent,Low Risk,No,Known,Normal,None,Correct,No,False
286.58,1,Local,Usual,Consistent,High Risk,No,Known,High,None,Correct,No,False
467.26,1,Local,Usual,Consistent,Low Risk,Yes,Known,Normal,None,Correct,No,False
22.18,1,Local,Usual,Consistent,High Risk,Yes,Known,Normal,None,Correct,No,False
106.96,0,Local,Usual,Consistent,Low Risk,No,Known,High,None,Correct,No,False
2.2520000000000002,2,Foreign,Unusual,Inconsistent,High Risk,Yes,Known,High,Multiple,Incorrect,Yes,True
105.24,2,Foreign,Usual,Consistent,High Risk,No,Known,Normal,None,Correct,No,False
175.63,3,Local,Usual,Consistent,Low Risk,No,Known,Normal,None,Correct,Yes,False
115.36,1,Local,Usual,Consistent,Low Risk,No,Known,Normal,None,Correct,No,False
54.01,0,Local,Usual,Consistent,Low Risk,No,Known,Normal,None,Correct,No,False
48.3,1,Local,Usual,Consistent,Low Risk,No,Unknown,Normal,None,Incorrect,No,False
49.94,1,Local,Usual,Consistent,Low Risk,No,Known,Normal,None,Correct,No,False
89.09,1,Local,Usual,Consistent,Low Risk,No,Known,Normal,None,Correct,No,False
213.34,1,Local,Usual,Consistent,Low Risk,No,Unknown,Normal,None,Correct,No,False
264.6,2,Local,Usual,Consistent,Low Risk,Yes,Unknown,Normal,None,Correct,No,False
5.5,3,Local,Unusual,Consistent,High Risk,Yes,Known,Normal,None,Correct,No,False
100.19999999999999,2,Foreign,Unusual,Inconsistent,High Risk,Yes,Known,Normal,None,Incorrect,Yes,True
11.9,3,Local,Unusual,Consistent,Low Risk,Yes,Unknown,Normal,None,Correct,No,False
21.48,1,Local,Usual,Consistent,Low Risk,No,Unknown,Normal,None,Correct,No,False
42.56,4,Local,Unusual,Inconsistent,Low Risk,Yes,Unknown,Normal,None,Correct,No,True
70.63,6,Local,Unusual,Consistent,Low Risk,Yes,Known,High,None,Correct,No,False
99.28,2,Local,Usual,Consistent,Low Risk,No,Known,High,None,Correct,No,False
131.73,4,Local,Usual,Consistent,Low Risk,No,Known,Normal,None,Correct,Yes,False
220.83,4,Local,Usual,Consistent,Low Risk,Yes,Known,Normal,None,Correct,Yes,False
451.79,2,Local,Unusual,Consistent,Low Risk,Yes,Known,Normal,None,Correct,No,False
108.72,0,Local,Unusual,Consistent,Low Risk,Yes,Known,Normal,None,Correct,No,False
186.67,1,Local,Unusual,Consistent,Low Risk,No,Known,Normal,None,Correct,No,False
150.53,3,Local,Usual,Consistent,Low Risk,No,Known,Normal,None,Correct,No,False
36.75,2,Local,Usual,Consistent,Low Risk,No,Known,Normal,None,Correct,No,False
41.7,6,Foreign,Unusual,Inconsistent,High Risk,Yes,Unknown,Normal,None,Correct,Yes,True
4.37,1,Local,Usual,Consistent,Low Risk,No,Known,High,None,Correct,No,False
0.04,3,Local,Unusual,Consistent,Low Risk,Yes,Known,Normal,None,Correct,No,False
31.98,2,Local,Unusual,Consistent,Low Risk,No,Unknown,Normal,None,Correct,Yes,False
62.01,8,Foreign,Unusual,Inconsistent,High Risk,Yes,Unknown,High,None,Incorrect,No,True
101.71,4,Local,Usual,Consistent,Low Risk,No,Known,Normal,None,Correct,No,False
10.73,1,Local,Usual,Consistent,Low Risk,No,Known,Normal,None,Correct,No,False
111.78,2,Local,Usual,Consistent,Low Risk,Yes,Known,Normal,None,Correct,Yes,False
161.86,0,Local,Usual,Consistent,High Risk,No,Known,Normal,None,Correct,No,False
102.5,1,Local,Unusual,Inconsistent,Low Risk,Yes,Unknown,Normal,None,Correct,Yes,True
53.64,0,Local,Usual,Consistent,Low Risk,No,Known,Normal,None,Correct,No,False
73.39,1,Local,Usual,Consistent,Low Risk,No,Known,Normal,None,Correct,No,False
60.11,2,Local,Unusual,Consistent,Low Risk,Yes,Known,High,None,Correct,No,False
160.86,4,Foreign,Usual,Consistent,Low Risk,Yes,Known,Normal,None,Correct,No,False
323.2,2,Local,Usual,Consistent,Low Risk,No,Known,Normal,Multiple,Correct,No,False
160.42,1,Local,Usual,Consistent,Low Risk,No,Known,Normal,None,Correct,Yes,False
8.12,3,Local,Usual,Consistent,Low Risk,No,Known,Normal,None,Correct,No,False
163.44,3,Local,Unusual,Consistent,Low Risk,No,Known,Normal,None,Correct,No,False
6.89,3,Local,Usual,Consistent,High Risk,Yes,Known,Normal,None,Correct,No,False
26.91,0,Foreign,Usual,Consistent,Low Risk,No,Known,Normal,None,Correct,Yes,False
16.62,2,Local,Usual,Consistent,Low Risk,Yes,Known,Normal,None,Correct,No,False
22.0,0,Local,Usual,Consistent,Low Risk,No,Known,Normal,None,Correct,No,False
75.14,1,Local,Usual,Consistent,Low Risk,Yes,Known,Normal,None,Correct,No,False
111.38,4,Local,Unusual,Consistent,High Risk,No,Known,Normal,None,Correct,No,False
63.55,1,Foreign,Usual,Consistent,High Risk,Yes,Known,Normal,None,Correct,No,False
321.13,2,Local,Usual,Consistent,Low Risk,No,Known,Normal,None,Correct,No,False
27.48,0,Local,Usual,Consistent,Low Risk,No,Known,Normal,None,Correct,No,False
144.03,4,Local,Usual,Consistent,Low Risk,No,Known,Normal,None,Correct,No,False
204.16,1,Local,Unusual,Consistent,High Risk,No,Known,Normal,None,Correct,No,False
82.57,5,Local,Usual,Consistent,Low Risk,No,Known,Normal,None,Correct,Yes,False
60.92,5,Local,Usual,Consistent,Low Risk,Yes,Known,Normal,None,Correct,No,False
90.68,6,Local,Unusual,Consistent,Low Risk,Yes,Known,Normal,None,Correct,No,False
56.0,4,Local,Usual,Consistent,Low Risk,No,Known,Normal,None,Correct,No,False
81.01,7,Foreign,Unusual,Consistent,High Risk,Yes,Unknown,High,Multiple,Correct,Yes,True
53.95,4,Local,Usual,Consistent,Low Risk,No,Known,Normal,None,Correct,No,False
255.79999999999998,1,Local,Usual,Inconsistent,High Risk,Yes,Known,High,Multiple,Correct,Yes,True
118.86,1,Local,Usual,Consistent,Low Risk,No,Known,High,None,Correct,Yes,False
48.7,5,Foreign,Unusual,Inconsistent,Low Risk,Yes,Known,Normal,Multiple,Incorrect,Yes,True
91.1,5,Foreign,Unusual,Consistent,Low Risk,Yes,Unknown,High,None,Correct,Yes,True
190.51,0,Local,Usual,Consistent,Low Risk,No,Known,Normal,Multiple,Correct,No,False
147.44,3,Local,Unusual,Consistent,Low Risk,No,Known,Normal,Multiple,Correct,No,False
33.05,0,Local,Usual,Consistent,Low Risk,Yes,Unknown,Normal,None,Correct,Yes,False
47.36,0,Local,Unusual,Consistent,High Risk,No,Known,Normal,None,Correct,No,False
260.4,1,Local,Unusual,Consistent,Low Risk,No,Known,Normal,None,Correct,No,False
170.42,1,Local,Usual,Consistent,Low Risk,Yes,Known,Normal,None,Correct,No,False
95.28,2,Local,Usual,Consistent,Low Risk,No,Known,Normal,None,Correct,No,False
125.19999999999999,7,Foreign,Unusual,Inconsistent,Low Risk,Yes,Unknown,High,None,Correct,No,True
4.53,3,Local,Usual,Consistent,Low Risk,Yes,Known,Normal,None,Correct,No,False
56.43,2,Local,Usual,Consistent,Low Risk,Yes,Known,High,None,Correct,No,False
111.67,2,Foreign,Usual,Consistent,Low Risk,Yes,Known,Normal,None,Correct,No,False
176.31,1,Local,Usual,Consistent,High Risk,Yes,Known,Normal,None,Correct,No,False
38.304,9,Foreign,Unusual,Inconsistent,High Risk,Yes,Unknown,High,Multiple,Correct,No,True
3.33,2,Local,Usual,Consistent,High Risk,No,Known,High,Multiple,Correct,No,False
5.598,1,Foreign,Unusual,Inconsistent,Low Risk,Yes,Known,High,Multiple,Correct,Yes,True
41.41,2,Local,Usual,Consistent,Low Risk,No,Known,Normal,None,Correct,No,False
20.92,2,Local,Usual,Consistent,Low Risk,No,Known,Normal,None,Correct,No,False
162.44,2,Local,Usual,Consistent,Low Risk,No,Known,Normal,Multiple,Correct,No,False
145.87,2,Local,Usual,Consistent,Low Risk,No,Known,Normal,None,Correct,No,False
72.74,1,Foreign,Usual,Consistent,Low Risk,No,Known,Normal,None,Correct,No,False
407.02,3,Local,Usual,Inconsistent,Low Risk,Yes,Known,Normal,None,Correct,No,False
15.56,2,Local,Usual,Consistent,Low Risk,Yes,Known,Normal,None,Correct,No,False
229.91,0,Local,Usual,Consistent,Low Risk,Yes,Known,Normal,None,Correct,No,False
12.38,2,Local,Usual,Consistent,High Risk,No,Known,Normal,None,Correct,No,False
17.81,6,Foreign,Usual,Consistent,Low Risk,No,Unknown,High,None,Correct,No,False
119.14,3,Local,Usual,Consistent,Low Risk,No,Known,Normal,None,Correct,No,False
11.61,4,Local,Usual,Consistent,Low Risk,Yes,Known,Normal,None,Correct,No,False
83.44,2,Local,Usual,Consistent,Low Risk,No,Known,Normal,None,Correct,No,False
54.51,2,Local,Usual,Consistent,Low Risk,Yes,Known,Normal,None,Correct,No,False
130.37,3,Local,Usual,Consistent,Low Risk,No,Known,Normal,None,Correct,No,False
230.94,1,Local,Usual,Consistent,High Risk,No,Known,Normal,None,Incorrect,No,False
146.91,2,Local,Usual,Consistent,Low Risk,No,Known,Normal,None,Correct,No,False
189.51,7,Foreign,Unusual,Inconsistent,High Risk,No,Unknown,Normal,None,Incorrect,Yes,True
3.35,1,Local,Usual,Consistent,Low Risk,No,Known,Normal,None,Correct,No,False
37.13,1,Local,Usual,Consistent,Low Risk,No,Known,Normal,None,Correct,No,False
72.45,2,Foreign,Usual,Consistent,High Risk,No,Known,Normal,None,Correct,No,False
53.78,3,Local,Unusual,Consistent,Low Risk,No,Unknown,High,None,Correct,No,False
26.3,1,Local,Usual,Consistent,Low Risk,No,Known,High,None,Correct,No,False
36.8,2,Local,Usual,Consistent,Low Risk,Yes,Unknown,Normal,None,Incorrect,No,False
290.83,1,Local,Usual,Consistent,Low Risk,No,Known,Normal,None,Correct,No,False
34.84,2,Foreign,Usual,Inconsistent,High Risk,No,Unknown,High,None,Incorrect,Yes,True
43.68,1,Local,Usual,Consistent,High Risk,Yes,Known,Normal,None,Correct,No,False
0.37,0,Local,Usual,Consistent,Low Risk,No,Known,Normal,None,Correct,No,False
186.48,0,Foreign,Unusual,Consistent,Low Risk,Yes,Known,Normal,None,Correct,Yes,True
3.3640000000000003,2,Local,Unusual,Inconsistent,High Risk,Yes,Unknown,High,Multiple,Correct,No,True
22.83,1,Local,Unusual,Consistent,High Risk,No,Known,Normal,None,Correct,No,False
29.47,0,Local,Usual,Consistent,High Risk,No,Known,Normal,None,Correct,No,False
1079.75,8,Foreign,Unusual,Inconsistent,High Risk,Yes,Unknown,High,None,Correct,Yes,True
23.12,1,Local,Usual,Consistent,Low Risk,No,Known,Normal,None,Correct,No,False
159.71,2,Local,Unusual,Consistent,Low Risk,Yes,Known,Normal,None,Correct,No,False
165.05,3,Local,Usual,Consistent,Low Risk,Yes,Known,Normal,None,Correct,No,False
261.76,4,Local,Unusual,Consistent,Low Risk,Yes,Known,High,None,Correct,No,False
12.28,3,Foreign,Usual,Consistent,High Risk,No,Known,Normal,None,Correct,No,False
24.5,3,Local,Usual,Consistent,Low Risk,No,Known,Normal,None,Correct,No,False
135.83,5,Local,Usual,Consistent,Low Risk,Yes,Known,Normal,Multiple,Correct,No,False
21.82,0,Local,Usual,Inconsistent,Low Risk,No,Known,Normal,None,Correct,No,False
33.73,1,Foreign,Usual,Consistent,Low Risk,No,Known,Normal,None,Correct,No,False
18.24,2,Local,Usual,Consistent,Low Risk,No,Known,Normal,None,Correct,No,False
18.96,0,Local,Unusual,Consistent,Low Risk,Yes,Known,Normal,None,Correct,Yes,False
65.69,1,Local,Usual,Consistent,High Risk,No,Known,Normal,Multiple,Correct,No,False
11.62,1,Local,Usual,Consistent,Low Risk,No,Known,Normal,None,Correct,Yes,False
38.82,3,Local,Usual,Consistent,Low Risk,No,Known,Normal,None,Correct,No,False
55.62,1,Local,Usual,Inconsistent,Low Risk,No,Known,Normal,None,Correct,No,False
2.49,0,Local,Usual,Consistent,Low Risk,Yes,Known,Normal,None,Correct,No,False
49.16,2,Local,Usual,Consistent,High Risk,No,Known,Normal,None,Correct,No,False
9.89,1,Foreign,Usual,Inconsistent,Low Risk,No,Known,High,None,Correct,No,False
68.04,1,Local,Usual,Consistent,Low Risk,No,Known,Normal,None,Correct,Yes,False
174.72,1,Foreign,Usual,Consistent,Low Risk,No,Known,Normal,None,Correct,No,False
170.61,2,Local,Usual,Consistent,Low Risk,No,Known,Normal,None,Correct,No,False
8.39,3,Foreign,Usual,Consistent,High Risk,No,Known,Normal,None,Correct,No,False
91.94,2,Local,Usual,Consistent,Low Risk,Yes,Known,Normal,None,Correct,No,False
179.93,2,Foreign,Usual,Consistent,Low Risk,Yes,Known,Normal,None,Correct,Yes,False
27.18,2,Foreign,Unusual,Inconsistent,High Risk,No,Unknown,Normal,None,Correct,Yes,True
143.52,3,Local,Unusual,Consistent,Low Risk,No,Known,Normal,None,Correct,No,False
221.42,1,Local,Usual,Consistent,Low Risk,Yes,Known,Normal,None,Correct,No,False
164.05,6,Local,Unusual,Consistent,High Risk,No,Known,Normal,Multiple,Correct,No,False
11.35,2,Local,Usual,Consistent,High Risk,Yes,Known,Normal,None,Correct,No,False
0.91,0,Local,Unusual,Consistent,Low Risk,No,Known,Normal,None,Correct,No,False
21.29,3,Local,Usual,Consistent,Low Risk,No,Known,Normal,None,Correct,No,False
157.7,6,Local,Usual,Inconsistent,High Risk,No,Unknown,Normal,None,Correct,No,True
95.76,1,Local,Usual,Consistent,Low Risk,No,Known,Normal,None,Correct,No,False
48.5,2,Foreign,Unusual,Consistent,Low Risk,No,Known,Normal,None,Correct,No,False
121.54,1,Local,Usual,Consistent,Low Risk,Yes,Known,Normal,None,Correct,No,False
43.55,0,Local,Usual,Consistent,High Risk,Yes,Unknown,Normal,None,Correct,No,False
16.77,3,Local,Unusual,Consistent,High Risk,No,Known,Normal,None,Correct,No,False
37.5,0,Local,Usual,Consistent,Low Risk,No,Unknown,Normal,None,Correct,No,False
215.7,2,Local,Usual,Consistent,Low Risk,No,Known,Normal,None,Correct,No,False
318.28,2,Foreign,Usual,Consistent,Low Risk,No,Known,Normal,None,Correct,No,False
23.26,5,Local,Unusual,Inconsistent,Low Risk,No,Known,Normal,None,Correct,No,False
155.34,0,Local,Usual,Consistent,Low Risk,Yes,Known,Normal,None,Correct,No,False
6.386,3,Foreign,Unusual,Inconsistent,Low Risk,Yes,Known,Normal,Multiple,Correct,Yes,True
218.15,3,Local,Usual,Consistent,High Risk,No,Known,Normal,None,Correct,No,False
18.1,1,Local,Usual,Consistent,Low Risk,No,Known,Normal,None,Correct,No,False
109.65,0,Local,Usual,Consistent,Low Risk,No,Known,Normal,None,Correct,No,False
8.8,1,Local,Usual,Consistent,Low Risk,No,Known,Normal,None,Correct,No,False
364.56,5,Local,Usual,Consistent,Low Risk,Yes,Known,Normal,None,Correct,No,False
120.61,3,Local,Unusual,Consistent,Low Risk,No,Known,Normal,None,Correct,Yes,False
184.4,2,Local,Usual,Consistent,Low Risk,Yes,Known,Normal,None,Correct,Yes,False
418.15,4,Foreign,Unusual,Inconsistent,High Risk,Yes,Unknown,Normal,None,Correct,Yes,True
64.78,3,Local,Usual,Consistent,Low Risk,Yes,Known,Normal,None,Correct,No,False
97.25,1,Local,Unusual,Consistent,Low Risk,No,Known,Normal,None,Correct,No,False
75.23,0,Foreign,Usual,Consistent,Low Risk,No,Known,Normal,None,Correct,No,False
63.37,3,Local,Usual,Consistent,High Risk,Yes,Known,Normal,None,Correct,No,False
142.48,3,Local,Usual,Consistent,Low Risk,No,Known,Normal,None,Correct,No,False
19.63,0,Local,Unusual,Consistent,High Risk,No,Known,Normal,None,Correct,No,False
18.77,2,Local,Usual,Consistent,High Risk,Yes,Known,Normal,None,Correct,No,False
56.54,1,Local,Usual,Consistent,Low Risk,Yes,Known,Normal,None,Correct,No,False
38.68,2,Local,Usual,Consistent,Low Risk,No,Known,Normal,None,Correct,No,False
7.7,4,Local,Usual,Consistent,High Risk,Yes,Known,Normal,None,Correct,No,False
186.09,2,Local,Usual,Consistent,Low Risk,No,Known,Normal,None,Correct,No,False
147.67,2,Local,Usual,Consistent,High Risk,No,Known,Normal,None,Correct,No,False
78.51,0,Local,Usual,Inconsistent,Low Risk,Yes,Known,Normal,None,Correct,No,False
387.88,3,Local,Usual,Consistent,Low Risk,No,Known,Normal,None,Correct,Yes,False
7.54,2,Local,Usual,Consistent,Low Risk,No,Known,Normal,None,Correct,No,False
145.53,3,Foreign,Usual,Consistent,Low Risk,No,Known,Normal,None,Correct,No,False
30.98,3,Foreign,Usual,Consistent,High Risk,Yes,Known,Normal,None,Correct,No,False
45.98,3,Local,Usual,Consistent,Low Risk,Yes,Known,High,None,Correct,No,False
24.75,1,Local,Usual,Consistent,Low Risk,No,Known,Normal,None,Correct,No,False
155.61,1,Local,Usual,Consistent,Low Risk,No,Known,Normal,None,Correct,No,False
15.58,0,Local,Unusual,Consistent,Low Risk,Yes,Known,Normal,None,Correct,No,False
183.27,4,Local,Usual,Consistent,Low Risk,No,Known,Normal,None,Correct,No,False
108.35,3,Local,Usual,Consistent,Low Risk,No,Unknown,Normal,None,Correct,No,False
30.4,5,Foreign,Unusual,Inconsistent,High Risk,Yes,Known,Normal,None,Correct,Yes,True
166.59,3,Foreign,Unusual,Consistent,High Risk,No,Unknown,Normal,None,Correct,No,False
98.82,0,Local,Unusual,Consistent,Low Risk,Yes,Known,Normal,None,Correct,No,False
235.37,2,Local,Unusual,Consistent,Low Risk,No,Known,Normal,None,Correct,No,False
138.12,0,Local,Usual,Consistent,Low Risk,No,Known,High,None,Correct,No,False
16.47,1,Local,Unusual,Inconsistent,High Risk,Yes,Known,Normal,Multiple,Correct,No,True
181.12,3,Local,Usual,Consistent,Low Risk,No,Known,Normal,None,Correct,No,False
32.58,2,Local,Usual,Consistent,High Risk,No,Known,Normal,None,Correct,No,False
79.18,2,Local,Usual,Consistent,Low Risk,Yes,Known,Normal,None,Correct,No,False
34.76,3,Local,Usual,Consistent,Low Risk,Yes,Known,Normal,None,Correct,No,False
344.84,4,Local,Usual,Consistent,Low Risk,No,Known,Normal,None,Correct,No,False
25.64,3,Local,Usual,Consistent,Low Risk,Yes,Known,Normal,None,Correct,No,False
1.59,1,Local,Usual,Consistent,High Risk,Yes,Known,Normal,None,Correct,No,False
39.43,4,Local,Usual,Consistent,Low Risk,No,Known,High,None,Correct,No,False
69.82,4,Foreign,Usual,Consistent,Low Risk,No,Known,Normal,None,Correct,No,False
2.88,3,Local,Unusual,Consistent,Low Risk,No,Known,Normal,None,Correct,No,False
81.93,2,Local,Usual,Consistent,Low Risk,No,Known,Normal,None,Correct,No,False
207.37,6,Local,Usual,Consistent,High Risk,Yes,Known,Normal,None,Correct,No,False
121.99,3,Local,Usual,Consistent,High Risk,No,Known,Normal,None,Correct,No,False
487.70000000000005,6,Foreign,Unusual,Inconsistent,High Risk,Yes,Unknown,High,None,Incorrect,Yes,True
312.27,1,Local,Unusual,Consistent,Low Risk,No,Known,Normal,None,Correct,Yes,False
317.68,1,Local,Usual,Consistent,Low Risk,No,Unknown,Normal,None,Correct,No,False
173.88,6,Foreign,Unusual,Consistent,High Risk,Yes,Unknown,High,None,Correct,No,True
93.58,2,Local,Unusual,Consistent,Low Risk,Yes,Known,Normal,None,Correct,Yes,False
66.9,0,Local,Usual,Consistent,High Risk,No,Known,Normal,None,Correct,No,False
0.268,4,Foreign,Unusual,Consistent,Low Risk,No,Unknown,Normal,Multiple,Correct,No,True
93.21,1,Local,Usual,Consistent,Low Risk,No,Known,Normal,None,Correct,No,False
451.79,4,Local,Usual,Consistent,Low Risk,No,Known,Normal,None,Correct,No,False
852.1500000000001,1,Foreign,Unusual,Inconsistent,High Risk,No,Known,Normal,Multiple,Correct,Yes,True
41.64,3,Foreign,Usual,Consistent,Low Risk,Yes,Known,Normal,None,Correct,No,False
16.49,2,Local,Usual,Consistent,Low Risk,Yes,Unknown,Normal,None,Correct,No,False
153.27,2,Local,Usual,Consistent,Low Risk,No,Known,Normal,None,Correct,No,False
136.23,2,Local,Usual,Consistent,High Risk,No,Known,Normal,None,Correct,No,False
341.27,3,Local,Usual,Consistent,High Risk,Yes,Known,High,None,Correct,No,False
207.82,3,Local,Usual,Consistent,High Risk,No,Known,Normal,None,Correct,No,False
81.12,3,Local,Usual,Consistent,High Risk,No,Unknown,Normal,None,Correct,No,False
10.68,1,Local,Usual,Consistent,Low Risk,Yes,Known,Normal,None,Correct,No,False
66.07,0,Local,Usual,Consistent,Low Risk,No,Known,High,None,Correct,Yes,False
37.64,4,Local,Usual,Consistent,High Risk,No,Known,Normal,None,Correct,No,False
71.83,2,Local,Usual,Consistent,Low Risk,No,Known,Normal,None,Correct,No,False
35.91,4,Local,Usual,Consistent,Low Risk,Yes,Known,Normal,None,Correct,No,False
197.92,0,Local,Usual,Consistent,Low Risk,No,Known,Normal,None,Correct,No,False
186.0,2,Local,Usual,Consistent,Low Risk,No,Known,Normal,None,Correct,No,False
37.9,1,Local,Usual,Consistent,Low Risk,No,Unknown,Normal,None,Correct,No,False
91.52,2,Local,Usual,Consistent,Low Risk,No,Known,Normal,None,Correct,No,False
56.24,0,Local,Usual,Consistent,Low Risk,No,Known,Normal,None,Correct,No,False
239.79,6,Local,Unusual,Consistent,High Risk,No,Known,Normal,None,Correct,No,False
20.75,0,Local,Usual,Consistent,High Risk,No,Known,Normal,None,Correct,No,False
119.64,3,Local,Usual,Consistent,Low Risk,No,Known,Normal,None,Correct,Yes,False
351.91,2,Local,Usual,Consistent,Low Risk,No,Known,Normal,None,Correct,No,False
19.27,4,Local,Usual,Consistent,Low Risk,Yes,Unknown,High,None,Correct,No,False
22.56,3,Local,Unusual,Consistent,Low Risk,No,Known,Normal,None,Correct,No,False
118.33,1,Local,Usual,Consistent,Low Risk,Yes,Known,Normal,None,Correct,No,False
151.03,3,Foreign,Usual,Consistent,Low Risk,No,Unknown,Normal,None,Correct,No,False
337.2,3,Foreign,Unusual,Inconsistent,Low Risk,Yes,Known,High,None,Correct,Yes,True
94.08,1,Local,Unusual,Consistent,Low Risk,No,Unknown,Normal,None,Correct,No,False
23.91,1,Local,Unusual,Consistent,Low Risk,No,Known,Normal,None,Correct,No,False
64.74,8,Foreign,Usual,Inconsistent,High Risk,Yes,Unknown,High,Multiple,Incorrect,No,True
